Generating SQLite file ./evalstall-exectime-phantom.sqlite from ./evalstall-exectime-phantom.nsys-rep
Processing [./evalstall-exectime-phantom.sqlite] with [/opt/nvidia/nsight-systems-cli/2024.7.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
41.1,11702626,5,2340525.2,2342695.0,2331975,2346247,5797.2,"compose_array_kernel(double2 *, unsigned long *, unsigned long *, const unsigned long *, unsigned int, const DModulus *, const unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, const unsigned long *, double, unsigned int)"
12.1,3458376,55,62879.6,62656.0,61440,65088,1005.2,"sample_error_poly(unsigned long *, const unsigned char *, const DModulus *, unsigned long, unsigned long)"
7.4,2114662,89,23760.2,24192.0,15360,33216,6692.9,"inplace_fnwt_radix8_phase2(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
6.6,1868836,41,45581.4,45568.0,44608,47680,503.1,"sample_uniform_poly(unsigned long *, const unsigned char *, const DModulus *, unsigned long, unsigned long)"
5.8,1649732,99,16664.0,17280.0,14272,18976,1415.2,"inplace_fnwt_radix8_phase1(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
4.2,1207267,5,241453.4,241601.0,240481,241953,564.5,"phantom::key_switch_inner_prod_c2_and_evk(unsigned long *, const unsigned long *, const unsigned long *const *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
3.3,935524,41,22817.7,23328.0,16160,24448,1549.5,"multiply_and_add_negate_rns_poly(const unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned long, unsigned long)"
3.0,844866,13,64989.7,65088.0,64128,65569,483.5,"sample_ternary_poly(unsigned long *, const unsigned char *, const DModulus *, unsigned long, unsigned long)"
1.6,466656,25,18666.2,15872.0,15328,28928,4931.8,"inplace_fnwt_radix8_phase2_include_special_mod_exclude_range(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
1.6,442723,25,17708.9,17312.0,16480,19520,842.5,"inplace_fnwt_radix8_phase1_include_special_mod_exclude_range(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
1.3,368834,25,14753.4,14304.0,12608,16576,1224.6,"bconv_matmul_padded_unroll2_kernel(unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long, const DModulus *, unsigned long, unsigned long, unsigned long, unsigned long)"
1.2,335937,19,17680.9,18336.0,9184,23040,5161.9,"multiply_and_add_rns_poly(const unsigned long *, const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned long, unsigned long)"
